name,ttm,12/31/2023,12/31/2022,12/31/2021
MarketCap,"10,448,623,069","5,314,011,950","5,346,459,320","4,641,223,718"
EnterpriseValue,"13,094,623,069","8,518,011,950","8,088,459,320","7,602,223,718"
PeRatio,"25.09","15.35","14.466","16.06"
ForwardPeRatio,,,,"13.298"
PsRatio,"10.333","5.801","5.954","5.626"
PbRatio,"2.477","1.303","1.344","1.209"
EnterprisesValueRevenueRatio,"13.417","9.249","8.987","9.215"
EnterprisesValueEBITDARatio,"14.73","10.116","10.239","11.147"
