name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999
MarketCap,"783,201,256","1,031,307,832","895,814,070","1,063,620,000","944,922,000","1,211,576,000","1,239,870,000","1,895,269,926","1,475,932,103","1,441,334,000","1,712,322,000","1,546,020,000","838,880,000","744,804,902","955,498,000","591,074,000","156,941,686","996,441,628","985,288,212","932,550,792","1,523,802,000","2,166,512,000","1,163,974,000","1,009,136,000","346,890,600","562,078,625"
EnterpriseValue,"3,149,601,256","3,389,307,832","3,529,614,070","3,803,620,000","3,989,522,000","4,533,576,000","4,691,270,000","5,521,769,926","2,446,432,103","2,603,034,000","3,035,922,000","3,000,020,000","2,230,580,000","1,681,004,902","1,720,898,000","1,480,174,000","1,020,941,686","1,510,941,628","1,599,788,212","1,486,150,792","1,957,402,000","2,603,812,000","1,888,674,000","1,875,036,000","1,103,290,600","1,196,778,625"
PeRatio,,,"260.667","12.276",,,"3.109","5.955","5.884","7.958","10.606","4.026","2.3","5.072","8.297",,,"26.6",,"11.315","10.289","10.924","6.929","9.059","3.007","5.182"
ForwardPeRatio,,"25.773","6.92","4.047","6.623","4.675",,"4.845","6.349","6.477","9.32","8.32","5.721","4.847","8.945",,,,,,,,,,,
PegRatio,,,,,,,,,,,"0.45","0.562","0.386","0.259","0.502",,,,,,,,,,,
PsRatio,"0.128","0.171","0.159","0.198","0.2","0.178","0.171","0.292","0.374","0.372","0.487","0.503","0.288","0.29","0.42","0.277","0.071","0.303","0.295","0.275","0.456","0.585","0.351","0.335","0.129","0.203"
PbRatio,"1.295","1.681","1.842","2.458","2.772","0.861","0.675","1.323","2.839","6.355","10.114",,,,,,,"1.119","1.036","0.926","1.595","2.269","1.654","1.887","0.946","2.132"
EnterprisesValueRevenueRatio,"0.518","0.557","0.608","0.738","0.847","0.694","0.645","0.881","0.62","0.667","0.821","0.935","0.761","0.65","0.754","0.973","0.484","0.465","0.501","0.439","0.544","0.707","0.543","0.603","0.359","0.405"
EnterprisesValueEBITDARatio,"4.741","5.101","4.816","5.135","32.2","20.495","7.432","5.727","4.117","4.564","6.371","7.911","7.818","4.651","5.07","-19.001","-1.199","4.954","-13.332","5.121","4.293","5.112","4.133","5.097","3.004","3.609"
