name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995,12/31/1994,12/31/1993,12/31/1992,12/31/1991,12/31/1990
MarketCap,"2,768,684,130","2,614,973,284","2,545,901,248","2,974,406,750","2,532,494,890","2,732,560,923","2,078,715,465","2,187,574,147","2,263,844,561","1,608,595,200","1,581,207,480","1,333,885,968","1,177,658,299","1,081,024,849","988,354,639","826,081,422","736,954,548","779,303,732","776,089,503","693,497,207","734,637,960","576,916,053","470,494,863","448,716,791","375,998,736","325,240,124","365,819,999","369,839,999","325,620,000","375,382,237","348,232,023","361,620,964","347,468,333","327,867,555","238,281,777"
EnterpriseValue,"3,537,551,130","3,338,776,284","3,208,323,248","3,541,950,750","3,037,356,890","3,238,396,923","2,443,785,465","2,483,675,147","2,540,386,561","1,910,656,200","1,892,954,480","1,663,077,968","1,492,805,299","1,400,354,849","1,339,762,639","1,208,347,422","1,129,756,548","1,141,360,732","1,063,367,503","935,256,207","986,608,960","825,416,053","693,943,863","633,395,791","400,711,736","498,940,124","518,519,999","531,339,999","479,220,000","522,782,237","494,232,023","361,620,964","347,468,333","327,867,555","238,281,777"
PeRatio,"23.554","22.046","24.702","27.417","26.527","31.528","19.95","28.819","31.276","21.402","19.928","18.678","18.262","17.007","17.104","16.172","13.866","15.626","18.974","24.396","20.356","18.392","15.841","16.227","13.548","13.598","16.486","16.429","50.625","15.054","14.161","14.901","14.943","13.45","10.948"
ForwardPeRatio,,,,,,,,"27.397",,"19.763","20.747","13.387","14.556","17.794","14.993",,,,,,,,,,,,,,,,,,,,
PegRatio,,,,,,,,,,,"5.183","3.347","3.637","5.928","3.001",,,,,,,,,,,,,,,,,,,,
PsRatio,"4.012","3.656","3.707","5.121","4.544","4.811","3.712","3.894","4.217","2.779","2.512","2.33","2.176","1.961","1.856","1.545","1.229","1.42","1.447","1.472","1.729","1.437","1.356","1.345","1.274","1.186","1.465","1.397","1.284","1.575","1.377","1.477","1.534","1.413","1.067"
PbRatio,"2.429","2.303","2.368","2.893","2.601","3.21","2.56","2.904","3.143","2.333","2.418","2.177","2.032","1.964","1.882","1.646","1.541","1.822","2.152","2.025","2.172","2.193","2.069","2.075","0.987","1.751","2.007","2.044","1.818","1.943","1.848",,,,
EnterprisesValueRevenueRatio,"5.124","4.836","4.49","5.839","5.639","5.693","4.366","4.411","4.663","3.388","3.054","2.815","2.758","2.563","2.516","2.264","1.896","2.123","2.095","1.822","2.322","2.05","1.999","1.898","1.236","1.82","2.076","2.008","1.893","2.103","2.017","1.481","1.524","1.412","1.08"
EnterprisesValueEBITDARatio,"12.804","12.085","12.866","16.789","14.495","16.089","13.021","12.929","13.913","10.789","10.022","9.368","9.241","8.862","9.198","9.028","8.892","9.839","9.623","10.417","11.355","9.803","7.932","7.455","4.352","6.237","6.895","7.39","7.934","6.98","6.743","1.481","1.524","1.412","1.08"
