name,ttm,12/31/2022,12/31/2021
MarketCap,"1,447,495,685","558,221,010","1,913,953,769"
EnterpriseValue,"1,449,957,131","561,676,698","1,914,011,969"
PbRatio,"5.868","2.043",
EnterprisesValueEBITDARatio,"-40.526","-29.686","-1,165.67"
