name,ttm
MarketCap,"10,005,888,400"
EnterpriseValue,"10,665,888,400"
PeRatio,"33.004"
ForwardPeRatio,"30.212"
PegRatio,"3.321"
PsRatio,"3.553"
PbRatio,"11.475"
EnterprisesValueRevenueRatio,"3.789"
EnterprisesValueEBITDARatio,"17.093"
