name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018
MarketCap,"5,985,536,761","6,006,105,768","7,277,414,689","6,307,349,346","5,091,460,122","1,789,006,443","988,720,768"
EnterpriseValue,"5,550,007,761","5,567,064,768","6,858,996,689","6,128,180,346","4,881,597,122","1,661,872,443","893,108,768"
PsRatio,"9.265","10.403","20.015","31.094","49.514","24.075","20.545"
PbRatio,"10.455","11.051","15.539","28.631","22.251","12.249","10.057"
EnterprisesValueRevenueRatio,"8.883","8.91","16.817","26.257","42.309","20.254","17.653"
EnterprisesValueEBITDARatio,"-325.323","-326.323","-168.389","-158.662","-90.181","-54.329","-49.259"
