name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995,12/31/1994,12/31/1993,12/31/1992,12/31/1991,12/31/1990,12/31/1989,12/31/1988,12/31/1987
MarketCap,"8,502,257,870","8,733,567,636","8,237,606,084","5,058,189,396","3,801,884,562","4,910,537,348","4,543,446,472","5,170,920,206","4,978,907,689","3,405,160,730","2,940,111,333","2,804,934,622","1,746,001,774","1,784,196,059","1,711,118,931","924,633,555","728,741,520","1,677,628,787","2,747,257,805","2,516,738,044","2,716,302,608","2,122,227,403","1,587,784,695","1,549,681,118","1,385,621,968","896,949,158","750,840,870","907,924,500","298,005,750","238,301,000","101,417,000","82,350,000","61,041,818","38,105,454","17,460,317","32,619,568","40,019,690","30,247,159"
PeRatio,"10.094","9.669","13.449","14.429","15.846","12.889","14.083","22.11","25.725","17.46","16.265","16.155","11.048","14.062","32.833",,,"15.905","18.455","16.399","16.88","13.028","10.514","11.765","12.152","11.22","14.993","27.254","13.172","21.071","14.015","19.551","27.143","24.49",,"14.683","21.079","14.773"
ForwardPeRatio,"8.124","8.124","6.92","11.062","13.986","14.43","12.019","19.724","22.676","15.337","14.577","14.948","10.684","12.376","19.802",,,,,,,,,,,,,,,,,,,,,,,
PegRatio,,,,,,,,,,"2.018","1.735","3.249","1.549","3.093","4.946",,"-1.333",,,,,,,,,,,,,,,,,,,,,
PsRatio,"3.213","3.22","3.338","4.189","3.224","3.931","3.953","4.983","5.183","3.834","3.618","3.576","2.478","2.466","2.183","1.123","1.488","2.462","3.797","3.499","3.78","3.291","2.848","2.959","2.96","2.701","3.307","4.042","3.108","1.647","1.005","1.137","1.333","1.411","0.779",,,
PbRatio,"1.011","1.103","1.092","1.561","1.237","1.633","1.701","2.054","2.085","1.494","1.362","1.391","0.834","0.966","0.965","0.475","0.389","0.966","1.632","1.538","1.759","1.841","1.533","1.54","1.673","1.411","1.353","2.376","1.445","1.549","0.765","0.78","0.555","0.594","0.282","0.467",,
