name,ttm
MarketCap,"5,139,892,133"
EnterpriseValue,"5,139,892,133"
PeRatio,"168.051"
ForwardPeRatio,"77.519"
PsRatio,"12.937"
PbRatio,"20.706"
EnterprisesValueRevenueRatio,"12.957"
EnterprisesValueEBITDARatio,"113.131"
