name,ttm,01/31/2024,01/31/2023,01/31/2022,01/31/2021,01/31/2020,01/31/2019
MarketCap,"18,416,429,533","12,508,459,920","12,243,458,560","25,007,352,180","44,541,823,633","14,230,251,540","8,372,033,350"
EnterpriseValue,"17,604,692,533","11,753,605,920","12,105,840,560","25,090,693,180","44,629,109,633","14,204,157,540","7,710,472,350"
PeRatio,"18.913","243.68",,,,,
ForwardPeRatio,"24.155","21.097","28.736","52.91","200",,
PegRatio,"0.555","1.258","1.73","1.203","3.83",,
PsRatio,"6.573","4.648","4.979","12.478","33.002","15.145","11.961"
PbRatio,"9.257","12.962","26.133","104.385","105.398","24.993","10.334"
EnterprisesValueRevenueRatio,"6.044","4.339","4.967","12.819","34.408","15.803","11.86"
EnterprisesValueEBITDARatio,"55.82","70.366","4,381.412","1,170.166","-349.75","-112.644","-20.274"
