name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995,12/31/1994,12/31/1993,12/31/1992,12/31/1991,12/31/1990,12/31/1989,12/31/1988,12/31/1987
MarketCap,"2,227,435,704","2,464,100,747","3,804,630,265","1,884,360,386","1,015,652,317","1,563,755,766","130,517,166","132,537,256","89,236,727","319,105,806","872,076,619","731,944,838","728,971,942","1,171,661,816","1,884,176,079","2,174,272,301","1,544,555,230","1,378,924,074","1,310,992,122","786,054,717","684,118,668","268,662,712","199,867,850","425,360,500","72,953,125","74,584,050","289,007,042","313,313,000","72,714,375","40,892,359","35,947,625","15,187,500","8,653,312","24,095,375","21,048,000","9,247,500","15,264,000"
EnterpriseValue,"4,924,963,704","5,098,749,747","6,304,015,265","4,842,358,386","3,685,424,317","4,411,072,766","1,194,844,166","1,131,475,256","1,222,708,727","1,312,970,806","1,527,620,619","2,039,544,838","1,439,494,942","1,598,664,816","2,168,567,079","2,329,123,301","2,282,737,230","1,813,340,074","1,591,145,122","1,186,501,717","985,398,668","633,252,712","583,782,850","683,012,500","349,453,125","347,484,050","534,507,042","384,313,000","177,014,375","89,692,359","57,047,625","24,687,500","14,953,312","29,395,375","34,948,000","11,047,500","17,064,000"
PeRatio,"10.526","3.951","3.627",,,,,,,,,,,,,"36.914","22.078","12.835","33.9","17.093","13.205","25.108","6.604","17.151",,,"14.045","10.656","93.75","25.485","12.76",,,"181.25",,"4.688",
ForwardPeRatio,"6.94","12.034",,,,,,,,,,"500","20.576","163.934",,,,,,,,,,,,,,,,,,,,,,,
PegRatio,,,,,,,,,,,,"51.255","2.059","10.316",,,,,,,,,,,,,,,,,,,,,,,
PsRatio,"1.415","1.18","1.086","1.274","1.246","5.57","0.522","0.607","0.272","0.58","1.779","1.539","1.789","3.205","6.273","3.637","2.197","2.817","4.299","3.055","2.992","2.097","1.436","3.256","0.786","0.8","3.504","4.039","1.07","1.379","1.657","2.244","2.704","4.647","11.042","2.486","38.16"
PbRatio,"0.944","1.079","2.349","2.876","0.855","1.461",,,"0.774","0.34","0.879","0.784","0.693","1.097","1.767","2.047","2.002","2.112","2.458","2.209","2.362","1.289","1.009","2.962","0.681","0.68","2.319","2.818","2.644","1.585","1.302","0.783","0.458","0.655","1.332","4.867","8.034"
EnterprisesValueRevenueRatio,"3.147","3.258","1.738","2.616","4.294","5.738","4.68","6.44","4.844","2.365","3.635","4.986","3.314","4.579","7.406","3.946","3.322","3.542","5.245","4.535","4.191","4.457","3.467","4.032","3.874","3.736","6.033","5.578","2.348","2.777","2.593","3.798","4.824","7.537","4.598","2.255","42.66"
EnterprisesValueEBITDARatio,"4.81","4.98","3.057","10.583","6.243","7.838","8.495","7.953","-1.605","3.697","6.172","8.222","5.064","7.305","11.91","7.653","4.767","5.117","8.652","5.925","5.538","6.381","4.633","5.137","5.609","5.95","8.198","7.292","10.292","9.441","4.835","11.222","-21.362","29.395","7.436","4.092","-85.32"
