name,ttm,01/31/2023,01/31/2022,01/31/2021,01/31/2020,01/31/2019,01/31/2018,01/31/2017,01/31/2016,01/31/2015,01/31/2014,01/31/2013,01/31/2012,01/31/2011,01/31/2010,01/31/2009,01/31/2008,01/31/2007,01/31/2006,01/31/2005,01/31/2004,01/31/2003,01/31/2002,01/31/2001,01/31/2000,01/31/1999,01/31/1998,01/31/1997
MarketCap,"800,714,503","846,093,649","819,526,766","936,941,858","429,545,663","298,788,141","431,405,682","715,162,701","732,808,694","1,176,032,551","1,549,125,084","1,359,330,537","1,264,301,757","893,601,608","608,249,464","388,276,096","547,272,645","1,019,213,753","1,094,664,596","584,809,553","481,920,556","215,490,484","200,827,307","223,719,201","108,794,897","113,615,517","143,983,217","99,482,251"
EnterpriseValue,"1,185,060,503","1,179,989,649","1,056,354,766","1,009,085,858","602,324,663","203,255,141","373,700,682","674,512,701","687,822,694","1,104,979,551","1,479,870,084","1,284,254,537","1,211,408,757","820,641,608","583,540,464","396,415,096","543,178,645","1,013,862,753","1,055,493,596","526,467,553","483,758,556","217,328,484","202,758,307","231,583,201","112,325,897","120,015,517","143,583,217","104,482,251"
PeRatio,"7.937","8.132","5.544","17.003","16.091","9.903","12.914","11.263","10.865","17.231","21.586","20.411","22.293","20.013","21.434","13.61","19.365","27.444","31.276","24.365","26.147","14.844","17.591","21.009","12.711","16.43","25.021","26.587"
ForwardPeRatio,,"6.146","5.605","27.855","11.05","9.225","12.092","10.684","10.571","15.625","18.315","16.75","19.57","17.065",,,,,,,,,,,,,,
PegRatio,,,,,,,,"1.335","0.948","1.042","1.093","0.999","1.212","1.026",,,,,,,,,,,,,,
PsRatio,"0.509","0.55","0.601","0.711","0.383","0.32","0.505","0.769","0.848","1.363","1.854","1.782","1.799","1.398","1.071","0.716","1.125","2.045","2.394","1.628","1.59","0.784","0.846","1.083","0.633","0.856","1.7","0.862"
PbRatio,"2.058","2.504","2.683","2.493","1.278","0.91","1.355","2.153","2.478","3.77","5.43","5.928","6.205","4.466","3.749","3.04","4.597","7.459","8.773","4.497","4.159","2.214","2.508","3.356","2.007","2.63","4.011","3.754"
EnterprisesValueRevenueRatio,"0.689","0.691","0.625","0.711","0.509","0.202","0.386","0.693","0.729","1.21","1.737","1.569","1.653","1.234","0.983","0.703","1.043","1.98","2.397","1.394","1.507","0.778","0.841","1.105","0.644","0.837","1.264","1.209"
EnterprisesValueEBITDARatio,"6.081","5.554","4.001","7.877","9.035","3.111","4.618","5.823","5.329","8.236","11.584","9.954","11.347","9.41","8.792","6.359","8.91","13.952","17.068","10.666","11.941","6.931","8.164","10.053","6.169","8.422","12.002","11.235"
