name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019
MarketCap,"1,357,074,293","1,353,284,127","3,369,156,367","5,491,727,985","3,412,220,297","1,353,685,231"
EnterpriseValue,"-40,794,707","-215,592,873","1,153,732,367","4,624,435,985","2,601,429,297","1,033,475,231"
PeRatio,"5.916",,"2.971",,,
ForwardPeRatio,,,,"1.887",,
PsRatio,"34.132","26.133","1.437","19.882","50.521","3,975.924"
PbRatio,"0.853","0.808","1.569","6.267","4.2",
EnterprisesValueRevenueRatio,"-1.033","-5.459","0.73","4.254","38.686","1,453.552"
EnterprisesValueEBITDARatio,"0.061","0.324","1.374","10.841","-8.923","-5.958"
