name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020
MarketCap,"40,277,862,546","36,616,386,893","32,622,855,689","37,004,750,000","29,276,170,000"
EnterpriseValue,"46,310,862,546","42,680,386,893","38,475,855,689","41,311,750,000","33,968,170,000"
PeRatio,"29.304","27.03","26.911","31.096","39.437"
ForwardPeRatio,"25.51","22.831","22.422","26.596","25.51"
PegRatio,"2.775","1.968","3.23","2.717","4.893"
PsRatio,"2.899","2.657","2.413","2.651","2.319"
EnterprisesValueRevenueRatio,"3.259","3.004","2.812","2.889","2.663"
EnterprisesValueEBITDARatio,"19.467","17.94","17.3","17.876","18.562"
