name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017
MarketCap,"4,847,373,899","3,499,277,299","2,039,728,595","1,763,298,550","1,182,853,200","961,081,687","299,832,874","107,695,838"
EnterpriseValue,"4,323,289,899","2,945,528,299","1,654,430,595","1,428,307,550","899,585,200","761,195,687","301,158,874","109,021,838"
PeRatio,"439.308"
ForwardPeRatio,"454.546"
PsRatio,"93.783","390.9",,,,,,
PbRatio,"6.225","4.629","3.774","4.319","3.92","4.628","5.734","2.16"
EnterprisesValueRevenueRatio,"85.274","58.098",,,,,,
EnterprisesValueEBITDARatio,"241.471","164.518","-12.047","-21.566","-29.674","-36.263","-25.576","-22.957"
