name,ttm,12/31/2023,12/31/2022
MarketCap,"5,310,277,819","6,793,164,203","5,094,154,866"
EnterpriseValue,"6,899,656,819","7,134,163,203","5,106,036,866"
PeRatio,"9.738","13.378",
ForwardPeRatio,"12.69","10.707",
PsRatio,"1.762","2.725",
PbRatio,"1.133","1.769","3.28"
EnterprisesValueRevenueRatio,"2.488","2.777","3.611"
EnterprisesValueEBITDARatio,"7.625","9.802","13.589"
