name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008
MarketCap,"6,280,659,191","89,933,171","15,203,080","22,958,706","12,873,615","19,580,498","10,441,744","18,999,710","107,457,672","96,683,333","209,135,688","65,899,767","112,274,005","11,338,497","855,357","1,166,936","410,542"
EnterpriseValue,"1,742,837,191","84,678,641","10,596,229","18,208,712","8,609,382","10,168,313","10,474,605","18,023,871","107,010,560","96,688,789","208,235,922","65,397,502","112,556,985","11,312,193","2,185,578","2,449,379","1,978,491"
PeRatio,"26.912",,,"31.929",,,,"28.205","4.286","34.246","39.532","85.807",,,,,
ForwardPeRatio,,,,,,,"10.091",,,,,,,,,,
PsRatio,"24.52","1.723","0.353","0.512","0.323","0.477","0.274","0.553","0.396","0.462","1.214","0.511","1.051","0.085","0.088","0.127","0.049"
PbRatio,"1.382","12.894","1.633","2.444","1.479","1.617","2.3","3.468","22.897","55.174","877.214",,,,,,
EnterprisesValueRevenueRatio,"30.663","1.622","0.246","0.428","0.216","0.237","0.268","0.525","3.156","3.897","9.742","4.082","8.541","1.156","0.292","0.33","0.256"
EnterprisesValueEBITDARatio,"-351.965","-457.443","7.796","8.976","17.698","16.618","10.369","10.01","70.115","110.046","165.398","375.106","-14.868","19.263","-5.889","-2.176","-2.021"
