name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020
MarketCap,"2,335,893,387","2,505,263,300","3,047,704,194","3,757,778,546","3,046,025,491"
PeRatio,"19.728",,"15","49.882","33.552"
ForwardPeRatio,"11.561","12.077","10.881","18.018","25.063"
PsRatio,"6.977","5.477","4.051","6.305","5.74"
PbRatio,"0.785","1.024","1.258","1.096","1.778"
