name,ttm
MarketCap,"16,314,299,656"
EnterpriseValue,"18,789,699,656"
ForwardPeRatio,"44.053"
PsRatio,"3.117"
PbRatio,"3.974"
EnterprisesValueRevenueRatio,"3.88"
EnterprisesValueEBITDARatio,"58.865"
