name,ttm,09/30/2024,09/30/2023,09/30/2022,09/30/2021,09/30/2020,09/30/2019,09/30/2018,09/30/2017,09/30/2016,09/30/2015,09/30/2014,09/30/2013,09/30/2012,09/30/2011,09/30/2010,09/30/2009,09/30/2008,09/30/2007,09/30/2006,09/30/2005,09/30/2004,09/30/2003,09/30/2002,09/30/2001,09/30/2000,09/30/1999,09/30/1998,09/30/1997,09/30/1996,09/30/1995,09/30/1994,09/30/1993,09/30/1992,09/30/1991,09/30/1990
MarketCap,"22,245,339,595","21,703,630,832","16,836,289,334","12,287,571,200","14,034,955,770","9,605,860,000","7,833,813,820","12,512,337,223","6,506,392,126","5,094,232,080","3,610,266,300","4,244,422,500","3,370,973,160","2,591,722,200","1,798,491,060","2,263,240,040","1,602,429,000","2,129,358,400","1,998,143,680","1,953,424,800","1,917,265,780","1,423,007,520","839,106,450","472,651,200","1,352,192,220","2,955,053,832","3,647,214,000","2,698,366,574","5,631,631,800","6,291,934,304","3,847,797,552","1,892,495,372","2,207,331,000","1,218,876,428","399,132,780","150,721,713"
EnterpriseValue,"23,909,857,595","23,447,309,832","18,487,836,334","13,585,165,200","15,351,259,770","10,543,383,000","8,231,794,820","12,916,482,223","6,938,611,126","5,566,351,080","3,959,581,300","4,255,249,500","3,382,067,160","2,493,675,200","1,830,613,060","2,074,076,040","1,425,187,000","1,960,922,400","1,738,187,680","1,779,531,800","1,712,842,780","1,128,120,520","633,794,450","265,921,200","1,078,047,220","2,592,405,832","3,400,514,000","2,451,666,574","5,477,431,800","6,090,334,304","3,699,697,552","1,753,895,372","2,180,231,000","1,191,776,428","383,632,780","141,121,713"
PeRatio,"59.24","73.739","54.915","24.787","59.597","108.842",,"221.229",,,"40.177","24.932","1,423","30.236","21.662","97.7","51.185","27.059","13.936","37.149","23.233","40.615",,,"57.667","99.436","31.395","26.482","26.906","47.477","128.127","83.125","53.289","58.438","40.938","26.737"
ForwardPeRatio,"30.769","30.121","26.954","20.243","30.03","30.488","27.397","51.814","35.971","39.216","13.004","28.249","18.083","12.92","10.373",,,,,,,,,,,,,,,,,,,,,
PegRatio,"1.514","1.48","2.1","1.444","1.736","1.393","0.811","1.512","2.248","2.451","0.813","16.44","1.129","0.646","0.768",,,,,,,,,,,,,,,,,,,,,
PsRatio,"9.709","9.81","8.188","6.492","8.224","6.87","6.531","10.225","5.666","4.361","2.831","3.337","2.669","2.071","1.594","2.32","1.729","2.026","2.21","2.447","2.707","2.185","1.245","0.631","1.521","3.092","3.541","2.765","7.348","10.961","11.289","7.826","14.017","14.222","9.433","6.929"
PbRatio,"6.921","7.199","6.48","5.696","8.136","7.236","6.444","15.015","7.77","5.905","4.348","4.365","3.963","3.016","2.186","3.029","2.104","3.031","3.4","4.97","5.92","5.881","4.3","1.63","3.007","5.362","6.999","8.242","8.734","12.279","11.738","7.817","15.036","15.488","9.503","5.624"
EnterprisesValueRevenueRatio,"10.403","10.569","8.982","7.127","8.938","7.518","6.675","10.453","6.055","4.779","3.024","3.187","2.655","1.964","1.569","2.053","1.519","1.832","1.889","2.212","2.377","1.709","0.943","0.358","1.142","2.663","3.215","2.408","6.772","10.149","11.501","7.179","13.367","13.746","8.582","6.564"
EnterprisesValueEBITDARatio,"32.752","35.656","29.7","22.473","34.316","35.453","74.16","79.47","88.925","108.563","21.73","14.907","15.761","13.469","10.752","14.221","17.385","9.461","13.123","19.557","15.419","9.767","-89.368","10.515","9.429","17.906","11.551","7.133","15.695","24.035","27.224","16.331","31.37","36.335","24.911","470.406"
