name,ttm,12/31/2023,12/31/2022,12/31/2021
MarketCap,"8,232,129,901","7,244,592,874","4,756,649,672","5,942,503,348"
EnterpriseValue,"8,586,424,489","7,500,148,835","4,702,149,121","5,754,228,840"
PeRatio,"51.553","44.038","31.809","42.516"
ForwardPeRatio,"45.662","39.216","31.847","45.045"
PsRatio,"6.922","6.179","4.829","6.416"
PbRatio,"6.646","5.97","4.633","6.628"
EnterprisesValueRevenueRatio,"7.911","6.91","4.78","6.818"
EnterprisesValueEBITDARatio,"31.527","27.539","18.339","25.357"
