name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011
MarketCap,"2,024,382,158","2,412,212,832","2,624,865,602","3,623,766,287","3,236,887,650","3,477,888,125","2,968,292,737","4,349,730,882","3,925,074,101","3,736,762,755","2,944,994,656","3,325,348,420","2,321,964,456","2,139,273,444"
PeRatio,"11.437","11.031","8.265","10.551","16.802","13.392","4.768","17.109","18.658","15.816","14.485","15.528","11.922","43.98"
ForwardPeRatio,"11.588","12.151","8.265","12.019","13.333","11.919","9.551","15.314","16.447","15.552","14.493","16.026","12.376","13.831"
PegRatio,,,"0.27",,,,,,,,"1.704","1.885","1.457","1.384"
PsRatio,"2.083","2.41","2.854","4.274","3.653","3.54","2.77","3.973","4.104","4.583","3.819","4.539","3.385","3.108"
PbRatio,"0.785","0.956","1.036","1.17","1.13","1.195","0.965","1.658","1.654","1.69","1.444","1.763","1.285","1.431"
