name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014
MarketCap,"2,796,483,866","2,895,938,411","1,588,934,473","2,761,307,282","1,460,090,712","904,392,706","520,471,692","857,525,991","441,755,832","377,288,562","360,729,452"
EnterpriseValue,"3,872,102,866","3,916,215,411","2,883,507,473","3,499,968,282","2,258,186,712","2,136,134,706","1,585,326,692","1,602,484,991","874,732,832","726,829,562","469,073,452"
PeRatio,"10.933","11.806","2.749","6.591","8.618","9.803","5.851","14.67","9.375","11","21.6"
ForwardPeRatio,"9.268","9.643","38.168","3.852","6.131","5.593",,"8.396","7.194","6.863",
PsRatio,"0.768","0.801","0.37","0.701","0.493","0.351","0.254","0.59","0.481","0.547","1.107"
PbRatio,"1.172","1.263","0.767","1.725","1.232","0.951","0.619","1.405","1.019","0.955","0.981"
EnterprisesValueRevenueRatio,"1.049","1.061","0.64","0.83","0.714","0.842","0.738","1.125","0.88","0.99","1.294"
EnterprisesValueEBITDARatio,"10.426","10.544","4.027","5.226","7.847","12.805","12.478","18.649","11.294","11.405","13.826"
