name,ttm,12/31/2023,12/31/2022,12/31/2021
MarketCap,"1,515,791,325","1,956,496,917","1,111,000,158","1,736,744,912"
EnterpriseValue,"1,903,857,325","2,284,354,917","1,423,615,158","2,063,605,912"
PeRatio,,,"196.143",
ForwardPeRatio,,,"416.667","96.154"
PsRatio,"4.966","6.721","3.985","6.663"
PbRatio,"3.624","3.509","1.907","2.904"
EnterprisesValueRevenueRatio,"6.113","7.625","5.057","8.011"
EnterprisesValueEBITDARatio,"25.343","32.683","17.056","26.87"
