name,ttm,12/31/2022
MarketCap,"16,458,850,090","11,358,366,149"
EnterpriseValue,"16,635,850,090","11,358,366,076"
PeRatio,"37.554"
ForwardPeRatio,"28.818"
PsRatio,"4.041"
PbRatio,"1.765"
EnterprisesValueRevenueRatio,"4.095"
EnterprisesValueEBITDARatio,"6.478","324.525"
