name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018
MarketCap,"3,416,409,898","3,058,555,051","2,916,362,708","1,778,835,576","1,628,487,316","910,565,470","885,260,329"
EnterpriseValue,"3,784,934,898","3,478,471,051","3,272,726,708","2,009,392,576","1,751,899,316","985,869,470","905,267,329"
PeRatio,"6.53","5.289","16.172",,,"11.055","6.448"
ForwardPeRatio,"7.128","5.447","5.198","192.308",,,
PsRatio,"0.764","0.665","0.836","0.718","0.801","0.596","0.408"
PbRatio,"1.855","1.69","2.037","1.508","3.208","1.721","2.124"
EnterprisesValueRevenueRatio,"0.797","0.733","0.789","0.813","1.814","0.495","0.42"
EnterprisesValueEBITDARatio,"3.192","2.933","4.391","19.98","527.522","3.627","2.095"
