name,ttm,01/31/2024,01/31/2023,01/31/2022,01/31/2021,01/31/2020,01/31/2019,01/31/2018,01/31/2017,01/31/2016,01/31/2015,01/31/2014,01/31/2013,01/31/2012,01/31/2011,01/31/2010,01/31/2009,01/31/2008
MarketCap,"48,142,245,266","57,282,068,040","39,072,268,480","42,888,160,000","42,839,508,630","31,191,297,786","19,570,634,500","10,592,052,800","9,254,608,350","8,600,022,137","9,405,581,145","6,634,489,965","9,946,744,818","9,062,122,110","4,277,871,160","1,443,798,240","342,026,896","1,579,007,794"
EnterpriseValue,"48,467,927,266","57,359,022,040","39,758,127,480","42,754,474,000","43,131,395,630","31,300,454,786","18,892,793,500","9,941,998,800","8,774,222,350","8,196,576,137","8,771,999,145","6,033,744,965","9,507,321,818","8,652,685,110","3,961,585,160","1,341,966,240","339,091,325","1,576,072,223"
PeRatio,"28.584","57.738","33.76","50.114","77.155","55.802","51.863","38.91","32.772","34.104","40.638","24.047","42.593","49.709","40.639","49.544","10.462","75.311"
ForwardPeRatio,"25.773","32.051","26.882","37.037","47.619","42.194","33.784","26.247","26.247","28.736","30.675","19.724","30.675","39.841","37.037",,,
PegRatio,"1.589","1.346","1.329","1.616","2.963","2.196","1.69","1.898","1.412","1.68","1.719","1.12","1.413","1.039","1.274",,,
PsRatio,"4.859","6.292","5.278","7.445","10.568","8.385","6.534","4.255","4.11","4.49","5.609","4.287","8","9.164","6.941","5.043","1.345","8.549"
PbRatio,"12.079","16.246","12.856","16.133","19.808","18.918","13.912","6.914","7.684","8.039","8.667","6.362","12.955","15.069","10.958","7.496","2.439","14.094"
EnterprisesValueRevenueRatio,"4.76","6.244","5.324","7.3","10.598","8.348","6.195","3.961","3.885","4.185","5.113","3.879","7.567","8.645","5.566","3.387","0.956","5.737"
EnterprisesValueEBITDARatio,"17.349","24.183","21.266","29.228","43.953","32.815","25.261","18.512","18.459","19.1","20.541","13.759","25.002","27.277","19.159","16.545","4.453","26.957"
