name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018
MarketCap,"11,612,412,685","11,271,620,696","10,620,215,990","12,830,406,444","11,279,458,121","11,490,768,293","8,794,971,035"
EnterpriseValue,"10,684,412,685","12,211,620,696","13,296,215,990","14,166,406,444","7,978,458,121","11,813,768,293","10,723,971,035"
PeRatio,"10.121","7.177","4.042",,,"13.111","25.036"
ForwardPeRatio,"5.824","5.328","4.99","5.045","4.885","5.105","4.158"
PsRatio,"1.176","1.037","0.72","1.705","0.868","0.97","0.938"
PbRatio,"10.683","138.977","5.847","1.268","0.704","0.769","0.709"
EnterprisesValueRevenueRatio,"1.015","1.16","1.052","1.861","0.643","1.228","0.889"
