name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020
MarketCap,"1,165,199,307","827,931,236","673,372,278","2,194,714,439","1,362,431,300"
EnterpriseValue,"1,011,698,307","679,054,236","535,414,278","2,057,983,439","1,307,224,300"
PeRatio,"145.625","543.667","16.423","36.713","108.799"
ForwardPeRatio,"111.111","135.135","22.075","49.02",
PegRatio,"6.455","7.912","2.041",,
PsRatio,"4.889","3.389","2.828","8.345","10.05"
PbRatio,"3.934","2.869","2.307","7.995","12.666"
EnterprisesValueRevenueRatio,"3.789","2.543","2.088","9.07","8.788"
EnterprisesValueEBITDARatio,"21.615","14.508","7.161","25.14","27.522"
