name,ttm
MarketCap,"2,272,306,414"
EnterpriseValue,"3,961,507,414"
PeRatio,"25.713"
ForwardPeRatio,"8.795"
PsRatio,"0.398"
PbRatio,"2.259"
EnterprisesValueRevenueRatio,"0.694"
EnterprisesValueEBITDARatio,"9.835"
