name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018
MarketCap,"358,076,366","134,869,911","48,854,140","156,238,068","179,865,908","145,750,050","157,135,765"
EnterpriseValue,"367,523,366","154,989,911","85,291,140","168,517,068","228,608,908","184,611,050","139,957,765"
PsRatio,"5.916","2.511","0.849","3.021","3.087","2.741","2.502"
PbRatio,,,,,,,"6.707"
EnterprisesValueRevenueRatio,"7.266","3.064","1.789","3.315","4.986","3.509","2.076"
EnterprisesValueEBITDARatio,"310.933","131.125","-2.155","-3.735","-5.814","-3.417","-2.775"
