name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995,12/31/1994
MarketCap,"44,847,325,264","41,569,177,074","39,780,369,403","42,328,445,935","22,462,235,175","24,564,374,774","19,147,901,353","16,067,404,306","14,864,282,130","12,929,017,163","10,729,081,670","7,745,417,775","5,366,121,446","4,656,876,236","4,037,617,389","2,702,068,526","2,413,807,047","2,731,255,013","2,790,670,460","1,809,521,508","2,005,538,222","1,516,363,440","1,363,728,240","965,175,863","660,794,098","553,230,572","667,099,692","653,757,120","548,670,480","516,960,000","333,991,252"
EnterpriseValue,"66,604,097,264","62,147,021,074","56,416,063,403","51,282,160,935","30,296,672,175","31,495,916,774","25,926,452,353","21,856,481,306","20,485,495,130","18,573,499,163","15,869,761,670","12,894,278,775","8,894,165,446","6,903,873,236","5,957,800,389","4,384,432,526","4,074,782,047","4,345,944,013","3,721,100,460","2,686,081,508","2,630,784,222","2,117,294,440","1,793,875,240","1,377,376,863","1,171,165,098","1,001,336,572","959,366,692","784,234,120","617,111,480","487,886,000","304,917,252"
PeRatio,"41.333","43.5","64.071","56.37","51.808","57.976","53.424","46.738","51.939","46.967","53.607","51.137","52.908","34.96","37.174","27.564","25.44","26.233","26.893","21.838","28.1","20.513","18.817","14.848","16.049","13.394","15.946","17.189","17.054","17.578","11.54"
ForwardPeRatio,"35.714","44.248","43.103","42.194","41.841","50.505","44.643","44.248","45.872","49.505","81.301","30.581","15.798","31.949","31.447",,"22.272",,,,,,,,,,,,,,
PegRatio,"21.678","7.411","4.239","4.907","10.475","7.759","11.658","7.124","7.466","9.881","6.971","2.614","31.605","8.04","9.572",,"3.71",,,,,,,,,,,,,,
PsRatio,"8.848","9.889","11.794","14.7","12.926","15.811","13.909","12.813","13.489","11.78","11.315","9.511","11.237","10.552","10.502","8.193","7.096","9.143","10.549","9.036","11.295","9.124","8.438","6.818","5.825","5.294","7.787","8.832","9.712","8.848","6.902"
PbRatio,"1.361","1.365","1.566","3.174","2.145","2.643","2.494","2.204","2.352","2.291","2.077","1.76","2.976","2.404","2.675","2.349","1.984","2.275","2.598","2.084","2.539","2.082","2.189","1.686","1.583","1.271","1.482","1.509","1.466","1.493","0.984"
EnterprisesValueRevenueRatio,"16.329","15.236","16.872","24.649","18.394","21.164","19.525","17.978","18.57","18.151","17","16.527","18.354","16.742","17.868","13.593","12.536","14.766","15.673","13.897","15.432","14.88","14.088","12.544","11.015","10.232","11.597","11.366","10.835","9.463","6.24"
EnterprisesValueEBITDARatio,"18.485","17.248","18.14","27.722","21.923","23.952","22.217","20.092","20.88","20.284","18.673","19.458","21.869","19.141","20.021","14.864","13.832","16.059","17.13","13.897","15.432","9.994","9.427","7.978","7.061","25.027","24.444","7.255","12.453","19.071","21.688"
