name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000
MarketCap,"16,555,367,261","14,600,694,224","11,836,085,336","12,730,025,000","13,073,868,000","10,605,453,000","7,886,970,000","11,373,952,654","7,992,276,971","6,059,105,000","7,680,120,000","6,212,324,160","3,775,552,823","2,510,426,634","2,643,644,689","2,370,452,417","1,378,276,433","2,961,526,747","2,311,907,100","2,379,600,217","2,519,685,809","2,309,533,548","1,905,921,202","1,916,044,734","1,713,251,225"
EnterpriseValue,"18,587,067,261","16,700,094,224","13,889,785,336","14,361,525,000","14,758,868,000","12,609,053,000","10,095,370,000","13,636,852,654","10,385,976,971","8,221,005,000","9,906,918,000","6,623,291,160","4,387,657,823","3,150,674,634","3,127,689,689","2,790,603,417","1,910,014,433","3,410,631,747","2,880,508,100","2,890,262,217","3,001,256,809","2,835,472,548","2,516,829,202","2,628,796,734","2,882,982,225"
PeRatio,"21.783","18.704","11.649","17.344","27.748","13.877","9.842","22.324","18.202","14.362","14.81","22.763","22.899","14.76","12.92","8.85","10.275","17.516","26.627","27.651","36.797",,"40.533","18.333","16.454"
ForwardPeRatio,"20.877","20.408","13.459","15.038","20.325","16.234","9.597","18.083","15.244","12.937","15.106","15.848","15.432","13.298","11.933","20.45","14.706",,,,,,,,
PegRatio,"4.093",,,,,,,"4.656","8.314","2.465","3.853","1.387","1.639","2.658","2.386","4.093","2.942",,,,,,,,
PsRatio,"2.119","1.866","1.4","1.739","1.952","1.507","1.127","1.811","1.405","1.058","1.334","1.966","1.319","0.986","1.089","1.097","0.591","1.284","1.104","1.232","1.34","1.318","1.127","1.103","0.697"
PbRatio,"4.142","3.756","2.889","3.528","4.079","3.495","3.117","5.7","4.615","3.752","4.948","5.652","3.894","2.549","2.62","2.637","2.015","3.892","3.309","2.979","3.082","2.896","2.395","2.489","2.749"
EnterprisesValueRevenueRatio,"2.382","2.14","1.638","1.858","2.217","1.811","1.439","2.116","1.797","1.432","1.693","1.807","1.543","1.202","1.284","1.299","0.809","1.473","1.317","1.45","1.588","1.634","1.45","1.469","1.5"
EnterprisesValueEBITDARatio,"11.726","10.536","7.341","8.556","12.991","8.797","6.837","10.311","9.1","7.43","9.137","9.465","7.158","7.233","9.154","8.324","4.903","7.724","7.614","10.53","10.001","11.09","8.426","6.57","5.847"
