name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,10/31/2006,10/31/2005,10/31/2004,10/31/2003,10/31/2002,10/31/2001,10/31/2000,10/31/1999,10/31/1998,10/31/1997,10/31/1996
MarketCap,"3,540,929,581","2,360,698,892","1,080,104,805","1,612,337,114","1,010,605,309","1,021,380,858","498,101,022","481,001,551","299,714,755","286,017,748","365,731,273","66,948,957","97,507,419","79,718,359","104,970,199","73,968,929","116,245,000","361,741,513","113,453,945","15,320,558","23,019,815","20,142,337","32,880,587","38,576,659","17,609,742","3,893,300","3,521,903","17,395,767","15,692,104"
EnterpriseValue,"4,689,479,581","3,556,521,892","2,423,537,805","2,842,323,114","2,087,339,309","2,174,419,858","1,057,214,022","1,090,479,551","947,751,755","896,281,748","979,316,273","651,187,957","679,552,419","603,407,359","608,917,199","515,189,929","538,031,000","783,527,513","295,367,945","167,918,558","191,357,815","185,861,337","191,431,587","186,029,659","150,883,316","109,233,776","100,896,451","114,770,315","129,455,845"
PeRatio,"960.8","579.5","171.182","45.621",,"29.42",,"43.913","64.5","24.72",,"1.144","1.543","13.313",,,,,,,,,,"2.969","16.27",,,,
ForwardPeRatio,,,,,,,"18.484",,"17.422","11.038","20.161","3.686","4.751","6.519","13.021",,,,,,,,,,,,,,
PegRatio,,,,,,,,,,,"2.014","0.307","0.396","0.543","1.084",,,,,,,,,,,,,,
PsRatio,"1.921","1.363","0.768","1.232","0.932","0.912","0.516","0.521","0.344","0.366","0.486","0.097","0.153","0.137","0.189","0.14","0.238","0.825","0.671","0.105","0.17","0.144","0.235","0.375","0.204","0.067","0.052","0.261","0.277"
PbRatio,"5.614","3.814","3.473","7.171","6.429","7.585","5.282","7.318","8.186","12.591","639.39",,,,,,,,,,,,,,,,,,
EnterprisesValueRevenueRatio,"2.901","2.2","1.695","2.161","1.947","1.884","1.084","1.182","1.071","1.107","1.365","0.926","1.05","1.031","1.174","0.982","1.079","1.842","1.835","1.154","1.394","1.325","1.428","1.729","1.715","1.511","1.715","1.713","2.29"
EnterprisesValueEBITDARatio,"16.017","12.147","8.701","10.211","10.45","9.657","6.826","8.15","7.737","7.664","9.271","5.89","5.863","5.095","7.136","5.503","6.483","11.628","9.043","5.428","6.949","6.343","7.597","6.493","6.456","11.034","-12.828","64.584","30.771"
