name,ttm,02/29/2024,02/28/2023,02/28/2022,02/28/2021
MarketCap,"11,355,222,348","11,682,243,766","11,324,992,981","14,232,901,954","7,527,672,781"
EnterpriseValue,"25,278,022,348","26,182,543,766","22,703,992,981","26,549,901,954","21,017,672,781"
PeRatio,"11.462","8.63","8.049","17.047","9.512"
ForwardPeRatio,"9.56","7.8","6.592","10.194","7.698"
PegRatio,"5.795","2.158","1.441","2.486","0.963"
PsRatio,"0.143","0.147","0.134","0.206","0.112"
PbRatio,"3.76","4.622","13.828","6.16","5.476"
EnterprisesValueRevenueRatio,"0.317","0.331","0.296","0.378","0.303"
EnterprisesValueEBITDARatio,"5.986","5.691","4.519","6.597","5.063"
