name,ttm,12/31/2023,12/31/2022
MarketCap,"2,207,093,268","777,129,586","293,248,365"
EnterpriseValue,"1,773,364,268","579,290,586","-83,394,635"
PsRatio,"258.72",,
PbRatio,"4.422","3.031","0.788"
EnterprisesValueRevenueRatio,"258.772","84.531",
EnterprisesValueEBITDARatio,"1.118","-3.502","0.398"
