name,ttm,09/30/2023,09/30/2022,09/30/2021,09/30/2020,09/30/2019,09/30/2018,09/30/2017,09/30/2016,09/30/2015,12/31/2014,09/30/2014
MarketCap,"1,062,875,521","686,727,553","267,408,006","567,484,514","328,908,592","503,977,055","664,222,121","499,218,834","326,305,262","207,046,936","141,593,750","140,875,000"
EnterpriseValue,"1,121,710,521","772,894,553","459,369,006","729,068,514","543,639,592","685,281,055","777,395,121","651,935,834","487,930,262","445,150,936","141,712,750","140,994,000"
PeRatio,"17.374",,,"40.115","27.636","19.035","29.518","21.915","50.74",,,
ForwardPeRatio,"13.661","14.881","11.136","29.762","10.132",,"13.245","12.563",,,,
PsRatio,"0.879","0.633","0.339","0.738","0.351","0.557","0.627","0.514","0.387","0.275",,
PbRatio,"14.063","65.753","12.162",,,,,,,,"1.304","1.259"
EnterprisesValueRevenueRatio,"0.923","0.682","0.574","1.066","0.618","0.673","0.758","0.658","0.524","0.484",,
EnterprisesValueEBITDARatio,"10.536","12.926","-18.884","34.471","14.636","12.956","18.259","12.352","14.232","9.95","-24.936","-36.329"
