name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004
MarketCap,"1,929,834,585","2,294,629,397","1,938,390,644","2,774,627,307","2,260,906,406","2,259,678,733","1,669,070,169","2,429,408,253","2,936,463,868","1,900,784,656","1,799,128,665","2,085,763,663","1,130,418,583","477,431,996","560,434,467","657,490,114","549,876,716","616,559,197","481,684,243","390,457,661","586,542,775"
PeRatio,"17.527","21.47","15.005","6.877","7","11.384","15.92","16.032","22.406","8.619","17.198","20.289",,,,,,"136.5",,,
ForwardPeRatio,,,,,"10.194","10.515",,"11.416","16.475","10.384",,"14.225","21.882","120.482","833.333",,,,,,
PsRatio,"1.702","2.028","1.713","1.516","1.233","1.519","1.203","1.605","1.878","1.341","1.73","2.059","3.91","3.289","4.254","5.102","5.362","4.685","1.961","1.574","2.665"
PbRatio,"0.909","1.103","0.955","1.12","0.938","1.098","0.86","1.275","1.591","1.108","1.375","1.911","1.097","0.743","0.858","0.989","0.818","0.874","1.533","1.087","1.086"
