name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015
MarketCap,"2,529,519,866","4,681,743,225","4,621,100,096","5,404,728,325","4,088,382,863","2,959,058,055","4,819,424,976","9,269,262,983","4,016,720,106","970,533,865"
EnterpriseValue,"6,223,519,866","8,058,743,225","7,228,100,096","8,452,728,325","7,507,382,863","6,748,058,055","7,543,424,976","11,829,262,983","6,804,720,106","4,717,533,865"
PeRatio,"33.86",,"5.468","14.466",,"7.506","4.857","34.288","26.939","12.933"
ForwardPeRatio,"6.64","8.19","7.38","7.375","9.872","5.483","4.958","10.246","16.978","5.928"
PegRatio,,,,,,,,,"0.527",
PsRatio,"0.441","0.787","0.705","0.929","0.817","0.546","0.78","1.599","0.74","0.164"
PbRatio,"3.85","6.207","3.541","5.416","5.585","3.535","4.228","11.449","10.699","11.285"
EnterprisesValueRevenueRatio,"1.083","1.342","1.028","1.384","1.506","1.197","1.118","1.995","1.251","0.799"
EnterprisesValueEBITDARatio,"10.304","43.327","4.604","9.279","32.221","6.629","4.383","13.613","10.818","12.19"
