name,ttm,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018
MarketCap,"19,484,420,047","14,178,376,751","11,611,278,354","32,565,082,759","19,694,237,056","21,588,170,672"
EnterpriseValue,"17,251,287,635","12,337,197,156","9,291,107,664","29,614,812,605","16,757,751,806","19,912,199,841"
PeRatio,"26.279","30.676","19.847","52.815","65.075","45.828"
ForwardPeRatio,"17.422","18.657","15.798","34.602","24.331",
PegRatio,"1.406","1.422",,"2.035","1.058",
PsRatio,"4.42","3.304","2.308","7.507","5.854","8.659"
PbRatio,"2.508","2.096","1.482","4.312","3.317","4.358"
EnterprisesValueRevenueRatio,"0.61","0.435","0.297","1.016","0.659","1.049"
EnterprisesValueEBITDARatio,"2.942","2.184","1.955","5.331","3.228","8.273"
