name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
MarketCap,"1,985,995,300","1,928,903,014","2,890,230,385","9,608,143,160","5,964,212,800","3,540,595,560","2,185,325,380","23,880,035","65,880,880","357,311,550","300,418,500","590,792,969"
EnterpriseValue,"1,933,750,300","1,848,955,014","2,703,519,385","9,329,123,160","5,726,068,800","3,404,857,560","2,175,920,380","86,938,035","76,483,880","305,059,550","249,957,184","604,591,243"
PeRatio,,,,"418.111",,,,,,,"0.078",
ForwardPeRatio,"1,111.111",,,"196.078","1,000",,,,,,,
PsRatio,"2.629","2.482","3.652","14.511","13.123","10.489","9.256","0.101","0.774","5.227","7.09","6.392"
PbRatio,"6.332","6.143","6.875","24.658","18.265","21.202","18.932",,"12.864","5.016","4.452","229.426"
EnterprisesValueRevenueRatio,"2.586","2.473","3.374","13.274","11.479","9.398","11.834","0.808","0.908","4.188","5.027","20.843"
EnterprisesValueEBITDARatio,"-9.817","-9.387","-36.431","273.911","-418.633","-183.729","-19.93","-1.586","-1.058","-4.779","-3.512","-10.94"
