name,ttm,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998
MarketCap,"13,977,820,538","10,789,446,780","9,708,464,892","13,034,272,963","16,999,562,314","17,622,552,861","16,544,824,230","12,591,145,812","7,762,386,357","12,732,332,257","10,550,640,804","11,635,582,772","8,735,706,000","9,446,267,952","6,125,745,264","4,715,340,557","7,201,370,787","3,864,012,057","2,150,973,004","1,492,184,431","1,260,003,931","749,625,484","695,288,055","566,292,000","1,132,584,000","849,438,000"
PeRatio,"10.898","9.09","12.373","72.011","13.536","14.535","13.929","12.829","9.629","16.313","18.192","14.819","12.772","16.608","13.076","11.127","17.341","15.225","11.022","9.64","13.218","17.736","12.681","9.717","22.222",
ForwardPeRatio,"10.173","7.924","8.503","14.164","10.87",,"12.18","11.299","7.21","11.793","13.228","13.021","11.325","13.812",,,,,,,,,,,,
PegRatio,,,,,,,,,,"0.793","0.889","0.876","0.433","0.545",,,,,,,,,,,,
PsRatio,"2.693","2.542","2.795","3.464","4.019","4.411","4.172","3.44","2.364","3.751","3.671","4.042","3.189","4.752","3.57","2.715","4.099","3.091","2.151","1.536","1.422","1.09","0.976","0.712","1.535",
PbRatio,"1.634","1.547","1.561","2.035","2.214","2.579","2.483","2.244","1.781","2.903","2.605","2.792","2.727","3.328","2.651","2.792","4.297","3.065","1.893","1.401","1.384","0.91","0.873","0.753","1.499",
