name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000
MarketCap,"80,446,209,725","75,612,770,855","60,615,241,468","76,608,918,051","63,657,900,093","49,794,504,908","28,459,439,280","35,457,076,154","25,511,674,540","18,779,088,081","12,799,193,046","8,799,569,469","10,057,633,469","4,807,347,230","3,751,505,148","4,173,313,787","1,986,633,308","3,695,244,324","2,232,070,019","1,118,640,510","812,037,262","425,531,629","48,157,493","232,644,272","337,321,219"
EnterpriseValue,"95,805,610,725","90,636,561,855","74,137,953,468","90,291,559,051","74,740,688,093","60,632,219,908","38,928,121,280","43,853,146,154","31,448,626,540","23,080,031,081","16,297,808,046","12,100,365,469","12,649,675,469","6,796,125,230","5,210,057,148","5,063,718,787","2,965,480,308","4,447,454,324","2,366,599,019","1,172,736,510","878,880,262","451,158,629","161,939,493","451,355,272","228,094,219"
PeRatio,"82.463","86.694","85.737","178.825","140.587","98.765","87.92","147.149","420.482",,"82.748","101.4","77.228","61.084","99.098","60.657","16.069",,,,,,,,
ForwardPeRatio,"70.423","71.942","67.568","98.039","74.074","64.516",,"68.027","64.516","41.667","34.722","38.76","51.814","38.168","40.816",,"23.866",,,,,,,,
PegRatio,"5.624","3.604","3.099","4.429","2.992","2.552",,"1.848","3.067","1.986","1.101","0.808","1.563","1.28","1.812",,"2.652",,,,,,,,
PsRatio,"9.761","9.477","8.434","11.739","10.674","8.924","5.67","8.35","7.163","6.488","5.113","4.267","5.636","3.171","2.984","4.772","3.301","7.744","8.204","4.827","4.961","3.608","0.221","3.669","3,325.666"
PbRatio,"6.441","6.361","5.439","7.249","6.031","5.684","3.975","5.475","5.52","12.615","4.927","3.587","4.307","2.338","1.995","3.529","2.225","4.537","6.814","3.55","2.967","1.329","0.169","1.143","0.817"
EnterprisesValueRevenueRatio,"11.701","11.069","10.207","13.607","12.46","10.901","7.676","10.039","8.707","8.467","6.669","5.621","6.702","4.341","4.355","5.738","4.208","10.603","8.248","5.305","5.37","3.825","2.098","7.118","17.524"
EnterprisesValueEBITDARatio,"28.417","26.884","25.373","34.71","31.858","24.676","17.84","24.255","22.638","22.286","19.472","15.249","16.062","10.318","11.593","14.192","12.303","36.247","31.05","16.287","21.048","43.19","-27.663","-14.649","-4.227"
