name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017
MarketCap,"931,759,586","788,729,316","999,790,018","586,697,291","355,931,852","815,651,912","499,005,427","1,079,833,408"
EnterpriseValue,"927,674,586","817,884,316","1,052,096,018","547,770,291","249,625,852","865,060,912","570,678,427","1,055,540,408"
PeRatio,"12.694","14.596","16.8",,,,"8.592",
ForwardPeRatio,"12.516","5.54","9.149","25.974",,"20.492","9.158",
PsRatio,"0.689","0.568","0.805","0.99","0.559","0.707","0.444","1.17"
PbRatio,"1.206","1.021","1.533","1.033","0.584","0.881","0.579","6.052"
EnterprisesValueRevenueRatio,"0.585","0.516","0.758","0.716","0.413","0.67","0.373","1.524"
EnterprisesValueEBITDARatio,"5.612","4.948","6.046","12.364","-0.834","6.683","2.926","14.245"
