name,ttm,03/31/2024
MarketCap,"154,927,910,000","128,499,137,621"
EnterpriseValue,"152,832,910,000","126,324,137,621"
PeRatio,"243.702","1,511.75"
ForwardPeRatio,"74.627","88.496"
PegRatio,"1.403","2.289"
PsRatio,"44.306","43.737"
PbRatio,"25.77","25.985"
EnterprisesValueRevenueRatio,"43.234","42.997"
EnterprisesValueEBITDARatio,"265.796","601.544"
