name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020
MarketCap,"7,686,132,483","7,658,899,874","4,930,413,290","4,789,066,935","2,107,715,157"
EnterpriseValue,"7,063,781,483","7,350,899,874","4,310,234,290","4,156,477,935","2,126,628,157"
PbRatio,"11.408","28.058","8.181","7.613",
EnterprisesValueEBITDARatio,"-16.974","-17.664","-12.584","-18.672","-14.3"
