name,ttm,03/31/2024,03/31/2023
MarketCap,"5,925,278,335","7,921,309,258","1,663,828,716"
EnterpriseValue,"5,509,522,335","7,698,253,258","1,563,747,716"
PeRatio,"10.178","27.702","16.699"
ForwardPeRatio,"11.976","16.34","16.026"
PegRatio,"2.508",,
PsRatio,"2.155","1.532","0.912"
PbRatio,"4.619",,"17.285"
EnterprisesValueRevenueRatio,"1.966","3.374","0.858"
EnterprisesValueEBITDARatio,"7.257","21.313","11.143"
