name,ttm,03/31/2023,03/31/2022
MarketCap,"2,246,653,343","2,096,471,680","3,281,240,191"
EnterpriseValue,"8,775,175,903","7,039,712,322","7,360,693,376"
PeRatio,"63.083"
ForwardPeRatio,,,"51.282"
PsRatio,"2.157","2.559","4.517"
PbRatio,"1.796","1.59","2.065"
EnterprisesValueRevenueRatio,"0.101","0.09","0.124"
EnterprisesValueEBITDARatio,"0.142","0.12","0.194"
