name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015
MarketCap,"42,883,077,470","45,357,400,904","49,866,906,976","43,941,600,000","42,389,180,000","39,230,730,000","52,508,800,000","94,748,058,927","106,292,035,523","88,291,037,896"
EnterpriseValue,"61,515,077,470","64,183,400,904","68,939,906,976","65,640,600,000","68,086,180,000","67,587,730,000","83,518,800,000","124,816,058,927","135,052,035,523","117,424,037,896"
PeRatio,"15.303","15.281","41.541","19.198",,,"5.093","24.3","33.845",
ForwardPeRatio,"11.588","12.422","14.793","13.755","14.144","12.121","11.601","19.802","22.371","23.753"
PegRatio,"0.999","0.777","2.926","2.984","3.102","9.7","3.422","3.012","0.87","1.938"
PsRatio,"1.639","1.671","1.949","1.691","1.644","1.547","2.003","3.644","4.017","2.848"
PbRatio,"0.866","0.914","1.036","0.877","0.861","0.759","0.803","1.613","1.843","1.501"
EnterprisesValueRevenueRatio,"2.309","2.409","2.603","2.521","2.6","2.706","3.179","4.787","5.135","6.403"
EnterprisesValueEBITDARatio,"11.172","11.657","14.303","14.071","20.067","13.474","-9.225","16.178","18.226","38.199"
