name,ttm,12/31/2023,12/31/2022
MarketCap,"1,684,110,172","1,701,926,229","1,369,182,681"
EnterpriseValue,"10,032,110,172","14,600,926,229","14,190,182,681"
PeRatio,,"6.558","1.82"
PsRatio,"0.218","0.143","0.138"
PbRatio,"1.906","4.204","10.464"
EnterprisesValueRevenueRatio,"1.306","1.9","2.086"
EnterprisesValueEBITDARatio,"6.099","8.876","10.677"
