name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995,12/31/1994
MarketCap,"3,719,014,403","3,324,365,371","2,418,476,375","3,711,693,144","1,598,052,035","3,806,693,938","6,112,075,695","9,245,962,232","10,181,484,454","12,458,938,320","13,195,628,486","8,287,806,591","8,016,658,683","6,676,222,847","6,179,512,755","3,475,203,419","1,382,196,866","5,138,473,839","6,195,633,721","4,024,475,800","3,691,741,552","2,576,662,282","1,116,561,062","903,919,741","644,955,910","709,140,520","530,662,499","469,203,331","521,899,113","399,539,991","307,265,615"
EnterpriseValue,"7,933,751,403","7,583,259,371","6,757,208,375","8,224,392,144","7,027,683,035","8,869,469,938","10,891,579,695","14,225,305,232","14,991,405,454","19,192,087,320","18,067,688,486","12,989,250,591","13,188,568,683","10,297,850,847","6,642,871,755","7,886,612,419","4,967,699,866","10,787,115,839","9,954,983,721","9,248,603,800","6,849,747,552","5,212,101,282","3,354,910,062","2,401,109,741","2,127,266,910","2,229,812,520","2,012,637,499","1,567,008,331","1,295,925,113","808,139,991","307,265,615"
PeRatio,"16.744",,,,,"47.228",,"61.962","12.068","7.751","166.82","24.848","29.906","415.718","249.316","24.793","14.731","69.667","137.413","79.929","51.475","25.575","26.509","15.114","6.709","6.915","23.086","33.529","28.397","26.316",
ForwardPeRatio,,,"454.546",,,"86.957","46.083","80.645","68.027","100","61.35","19.194","25.189","109.89","133.333",,"13.28",,,,,,,,,,,,,,
PegRatio,,,,,,,"4.501","4.803",,,"6.92","2.165","2.837","13.97","22.612",,"1.771",,,,,,,,,,,,,,
PsRatio,"4.203","3.804","2.811","3.869","1.846","4.079","6.294","9.287","9.737","9.788","11.042","7.699","9.096","8.402","7.515","3.624","3.571","6.719","8.186","6.982","8.388","6.885","4.063","3.575","3.676","3.87","3.938","3.39","3.501","2.776",
PbRatio,"1.52","1.37","0.836","1.207","0.648","1.406","2.008","2.472","2.45","2.295","4.135","2.514","2.605","2.459","2.138","1.871","1.013","3.915","4.313","4.803","4.041","2.702","1.4","2.59","1.096","1.143","0.919","2.169","2.195","5.236",
EnterprisesValueRevenueRatio,"8.974","8.578","7.865","9.705","8.941","9.563","11.341","14.316","14.397","14.899","16.347","12.617","16.537","15.039","9.336","9.789","5.64","13.247","11.999","12.993","13.833","11.897","10.573","7.565","6.77","6.81","7.09","7.084","8.358","7.646","4.124"
EnterprisesValueEBITDARatio,"41.599","39.761","14.852","15.225","45.136","15.291","18.682","20.607","14.041","16.046","8.318","17.773","16.893","15.29","13.616","10.891","7.407","18.871","19.53","21.079","21.612","19.991","15.984","7.73","4.445","10.061","10.621","10.62","12.719","4.269","2.274"
