name,ttm
MarketCap,"12,081,010,855"
EnterpriseValue,"16,219,310,855"
PeRatio,"83.31"
PsRatio,"2.493"
EnterprisesValueRevenueRatio,"3.35"
EnterprisesValueEBITDARatio,"19.302"
