name,ttm,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010
MarketCap,"1,210,722,889","2,049,049,017","2,192,578,250","2,899,142,649","1,006,035,594","387,848,062","782,743,769","481,082,171","867,965,910","612,448,977","791,478,189","137,798,002","115,915,347","478,243,557"
EnterpriseValue,"6,793,985,805","8,245,473,763","6,307,870,604","5,880,111,691","3,064,817,751","2,021,554,017","2,264,012,486","2,570,382,993","2,313,587,322","1,489,837,806","1,510,443,070","675,694,621","715,192,907","697,860,842"
PeRatio,"2.465","87.881",,"24.528","10.527","8.217","10.703","3.632","9.848","9.828",,,"0.603","3.055"
ForwardPeRatio,"2.268","6.698","10.352","14.205","4.824",,"12.407","7.418","6.803","5.471",,,,"4.299"
PegRatio,,,,,"0.241",,"1.24",,"0.34","0.365",,,,"0.246"
PsRatio,"0.085","0.204","0.432","0.511","0.243","0.107","0.207","0.187","0.638","0.414","0.726","0.179","0.105","0.579"
PbRatio,"0.458","0.922","1.279","1.919","0.787","0.345","0.784","0.643","1.426","1.175","3.692","0.63","0.218","1.19"
EnterprisesValueRevenueRatio,"0.059","0.099","0.155","0.167","0.103","0.081","0.086","0.12","0.15","0.153","0.213","0.141","0.097","0.15"
EnterprisesValueEBITDARatio,"0.738","1.418","1.691","2.24","1.098","1.261","2.118","1.055","1.279","1.21","1.841","-0.679","0.887","0.585"
