name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007
MarketCap,"2,469,357,884","2,356,952,226","1,115,492,235","1,539,549,950","1,163,197,660","579,602,354","366,221,846","571,604,861","491,817,694","351,599,925","257,037,888","9,375,220","20,180,284","70,918,598","45,719,064","70,277,700","5,089,733","102,230,932"
EnterpriseValue,"2,691,962,884","2,455,942,226","1,512,226,235","1,881,717,950","1,332,464,660","786,466,354","533,115,846","656,088,861","563,276,694","362,612,925","417,425,888","169,763,220","188,960,284","249,523,598","292,389,064","321,320,700","230,729,733","170,243,932"
PeRatio,"8.943","9.033","3.998","9.912","11.596","10.342","12.483","17.937","23.929","1.711",,,,,,,,
ForwardPeRatio,"7.843","7.418","12.048","6.579",,,"6.897",,,,,,,,,,"6.378",
PegRatio,,,,,,,,,,,,,,,,,"0.464",
PsRatio,"1.418","1.361","0.67","1.285","1.223","0.779","0.645","1.271","1.42","0.584","386.791","0.026","0.041","0.081","0.098","0.155","0.03",
PbRatio,"1.971","1.968","1.16","2.008","1.907","1.139","0.804","1.348","1.306","0.997","17.839","0.215","0.359","0.795","0.844","0.973","0.141","1.923"
EnterprisesValueRevenueRatio,"1.514","1.382","0.86","1.341","1.365","0.993","0.855","1.432","1.441","1.245","1.696",,"0.408","0.382","0.645","0.773","1.283",
EnterprisesValueEBITDARatio,"7.504","6.846","4.184","8.162","10.564","10.573","6.914","10.873","11.079","10.111","11.016","10.886","8.508","8.465","19.361","13.766","-3.368","-18.634"
