name,ttm,03/31/2024,03/31/2023,03/31/2022
MarketCap,"10,374,461,157","5,020,161,412","6,268,458,608","9,965,546,207"
EnterpriseValue,"9,582,394,157","4,324,979,412","5,483,132,608","9,201,563,207"
PeRatio,"63.874","40.164","58.873","73.403"
ForwardPeRatio,"47.17","35.842","59.88","116.279"
PegRatio,"2.419",,,
PsRatio,"21.536","11.988","17.255","31.274"
PbRatio,"10.793","5.806","6.751","11.947"
EnterprisesValueRevenueRatio,"18.54","9.235","13.649","29.065"
EnterprisesValueEBITDARatio,"45.171","24.967","42.462","81.34"
