name,ttm,09/30/2024,09/30/2023,09/30/2022,09/30/2021,09/30/2020,09/30/2019,09/30/2018,09/30/2017,09/30/2016,09/30/2015,09/30/2014
MarketCap,"9,721,205,733","10,203,361,489","9,072,327,943","8,072,342,990","8,387,241,801","6,691,205,016","10,797,210,445","10,614,945,722","9,973,570,756","9,306,457,447","7,096,572,116","6,130,182,129"
EnterpriseValue,"14,573,012,733","16,039,071,489","16,690,634,943","16,184,977,990","15,962,189,801","13,945,450,016","17,829,822,445","18,319,282,722","15,333,276,756","14,543,134,447","12,596,700,116","11,697,472,129"
PeRatio,"37.071","21.398","16.683","52",,,"20.557","21.403","29.428","36.219","32.571","42.343"
ForwardPeRatio,"19.121","20.408","14.948","14.535","19.38","35.714","17.513","16.502","18.45","19.802","16.75","17.637"
PegRatio,,,,,,,,,,,"2.272","2.269"
PsRatio,"0.561","0.514","0.495","0.52","0.743","0.473","0.68","0.698","0.704","0.655","0.495","0.425"
PbRatio,"3.199","3.466","2.555","2.769","3.122","2.311","3.286","3.73","4.294","4.454","3.802","3.565"
EnterprisesValueRevenueRatio,"0.838","0.804","0.91","1.045","1.421","0.99","1.101","1.18","1.058","1.009","0.855","0.812"
EnterprisesValueEBITDARatio,"12.25","10.304","9.77","14.527","26.073","21.718","11.347","13.735","11.937","12.033","11.16","10.82"
