name,ttm,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003
MarketCap,"1,111,031,317","1,023,131,550","1,302,303,505","1,562,599,366","877,714,930","810,106,927","649,378,433","441,612,208","432,237,499","365,713,513","343,694,044","818,648,076","683,453,620","1,259,573,075","912,520,084","489,011,299","1,098,079,174","481,360,472","301,802,839","107,864,669","114,890,629"
EnterpriseValue,"1,375,396,737","1,034,948,928","1,256,904,289","1,526,782,685","858,381,976","797,607,175","625,481,076","426,303,520","424,702,697","346,949,838","302,679,553","774,749,992","642,101,791","1,226,892,706","902,888,907","456,895,143","1,072,553,238","475,360,902","300,200,097","104,537,270","111,806,031"
PeRatio,"131.276","155.025",,,,,,,,,,,,"340.943",,"58.957",,,,,
PbRatio,"1.995","1.809","2.423","4.196","2.776","3.02","2.3","1.906","2.236","1.624","1.508","3.277","3.576","7.284","9.594","6.005","12.536","11.39","12.794","5.045","7.779"
EnterprisesValueEBITDARatio,"-45.617","233.676","219.508","-102.531","-71.49","-53.787","-77.306","-44.044","-66.599","-48.839","-39.473","-78.703","-32.854","188.087","-180.209","-82.263","-160.954","-100.179","-143.391","-53.9","-102.48"
