name,ttm,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002
MarketCap,"11,463,943,652","10,400,718,667","7,866,725,392","10,300,007,909","10,985,069,408","14,433,738,360","15,982,462,024","11,571,930,921","9,783,428,525","10,982,672,986","13,507,586,140","14,520,971,903","11,569,126,804","10,832,794,481","7,415,894,330","3,927,386,335","5,513,507,261","5,924,573,674","4,539,786,901","4,351,432,833","3,178,191,229","1,766,961,519"
PeRatio,"9.246","5.568","11.799","14.797","12.61","17.285","17.054","12.422","12.338","10.45","13.383","15.915","28.925","13.929","0.029","9.206","11.477","16.707","13.935","15.578","15.011","23.906"
ForwardPeRatio,"8.905","9.794","10.132","16.42","12.24",,"26.316","12.804","9.551","10.363","10.881","14.749","14.184","13.624",,"9.381",,,,,,
PegRatio,"1.856","2.04","0.527","2.566","1.493",,"65.801","1.321","1.385","0.939","0.986","1.336","1.366",,,,,,,,,
PsRatio,"3.886","2.978","3.419","3.713","3.981","5.643","5.91","4.419","4.032","4.162","5.061","5.524","5.204","4.996","7,295.676","2.567","3.724","4.971","4.171","4.348","3.866","2.658"
PbRatio,"2.195","1.918","1.678","2.017","2.269","3.11","3.304","2.738","2.587","2.764","3.296","3.694","4.705","3.059","5,324.661","1.933","2.6","3.989","3.225","3.599","2.716","2.059"
