name,ttm,03/31/2024,03/31/2023,03/31/2022,03/31/2021,03/31/2020,03/31/2019,03/31/2018,03/31/2017,03/31/2016,03/31/2015,03/31/2014,03/31/2013,03/31/2012,03/31/2011,03/31/2010,03/31/2009,03/31/2008,03/31/2007,03/31/2006,03/31/2005
MarketCap,"3,681,694,432","3,602,552,337","3,112,209,960","2,661,770,260","2,200,076,880","1,837,154,480","1,549,289,665","1,788,470,561","2,942,179,800","2,816,856,400","2,242,975,440","1,411,958,750","1,311,534,614","881,573,524","576,334,000","450,270,000","258,669,914","409,008,180","592,559,250","608,962,460","882,416,939"
EnterpriseValue,"4,691,034,432","4,752,448,337","4,473,560,960","4,202,425,260","3,723,321,880","3,548,337,480","3,366,905,665","3,796,363,561","4,294,469,800","4,214,915,400","3,858,985,440","2,347,689,750","2,301,686,614","1,306,766,524","1,049,945,000","733,317,000","601,825,914","814,155,180","1,058,995,250","1,099,392,460","1,372,442,939"
PeRatio,"18.176",,"15.055","14.231","13.439",,"24.317","4.626","41.156","25.792","31.77","18.793","28.544","20.326","19.828","14.516",,"12.029","18.81","22.962",
ForwardPeRatio,"15.699","15.798","14.265","12.392","13.605","12.225","10.493","10.571","18.832",,,"11.325","15.175","14.184","11.947",,,,,,
PegRatio,"2.29","1.976","1.783","1.55","3.401","3.057","1.749","1.036","1.777",,,"1.132","1.518","1.374","1.328",,,,,,
PsRatio,"3.367","3.183","2.855","2.539","2.336","1.97","1.591","1.759","3.488","3.591","3.359","2.322","2.182","2.194","1.72","1.492","0.827","1.253","1.849","2.051","2.909"
PbRatio,"2.126","2.259","1.845","1.753","1.663","1.589","1.256","1.469","3.678","3.907","3.683","2.597","2.874","2.188","1.593","1.368","0.879","0.854","1.356","1.487","2.287"
EnterprisesValueRevenueRatio,"4.224","4.19","4.035","3.973","3.891","3.724","3.399","3.701","5.057","5.346","5.741","3.835","3.817","3.239","3.12","2.428","1.925","2.493","3.303","3.706","4.525"
EnterprisesValueEBITDARatio,"13.186","442.006","12.224","12.349","11.27","39.14","14.821","11.749","19.05","15.096","18.874","12.297","13.391","11.444","12.215","8.381","-3.808","7.722","10.013","11.296","12.91"
