name,ttm,12/31/2023,12/31/2022,12/31/2021
MarketCap,"10,028,916,244","9,638,497,045","12,487,358,686","62,689,490,199"
EnterpriseValue,"8,961,248,244","7,621,825,045","11,487,603,686","58,108,778,199"
PeRatio,,,"6.443",
PsRatio,"10.52","11.716","30.463","14,349.761"
PbRatio,"3.737","1.791","3.867","12.939"
EnterprisesValueRevenueRatio,"12.267","10.954","30.482","13,349.134"
EnterprisesValueEBITDARatio,,"-2.967","-10.569","-23.101"
