name,ttm,12/31/2023,12/31/2022
MarketCap,"1,053,884,186","1,199,900,671","1,128,588,203"
EnterpriseValue,"928,027,186","1,078,248,671","977,537,203"
PsRatio,"230.035","387.212","129.368"
PbRatio,"2.816","3.091","4.634"
EnterprisesValueRevenueRatio,"237.773","276.262","115.822"
EnterprisesValueEBITDARatio,"-4.397","-5.109","-6.33"
