name,ttm,12/31/2023,12/31/2022
MarketCap,"769,140,365","405,997,626","657,666,883"
EnterpriseValue,"835,261,365","637,645,626","1,042,673,883"
PeRatio,"31.7","13.328","13.726"
PsRatio,"1.799","0.988","0.279"
PbRatio,"1.532","0.806","1.118"
EnterprisesValueRevenueRatio,"1.022","0.464","0.442"
EnterprisesValueEBITDARatio,"2.58","1.677","4.055"
