name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017
MarketCap,"4,886,343,644","4,502,075,678","2,333,990,777","1,123,347,045","208,171,488","164,837,550","649,173,427","1,801,121,938"
EnterpriseValue,"4,628,510,644","4,216,518,678","1,934,258,777","1,550,231,045","644,277,488","605,027,550","799,920,427","2,002,840,938"
PeRatio,"7.627","6.693","1.858",,,"0.908","2.639",
ForwardPeRatio,,,,"2.346",,,,
PsRatio,"1.586","1.56","0.673","0.65","0.117","0.07","0.377",
PbRatio,"3.105","2.89","1.654","4.528","0.607","0.19","5.249","18.918"
EnterprisesValueRevenueRatio,"1.333","1.215","0.472","0.686","0.455","0.302","0.394","1.214"
EnterprisesValueEBITDARatio,"4.639","4.226","1.135","3.195","-85.042","5.516","3.22","7.537"
