name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010
MarketCap,"3,192,091,425","1,383,700,242","859,144,770","3,004,010,223","2,641,182,374","4,425,292,322","8,963,707,207","13,221,905,665","6,733,667,902","5,736,735,252","7,300,397,276","22,622,274,125","16,985,436,060","15,323,601,390","19,432,442,528"
EnterpriseValue,"6,013,091,425","4,449,700,242","10,988,144,770","11,410,010,223","10,514,182,374","10,399,292,322","13,691,707,207","20,678,905,665","11,448,667,902","11,205,735,252","29,002,397,276","44,303,274,125","37,459,436,060","37,766,592,390","24,208,751,528"
PeRatio,"6.92","2.814","2.579","8.143",,"7.667",,,,,,"10.286","7.947","9.663","10.82"
ForwardPeRatio,,,,,,,"3.205","7.386","22.624","7.133","6.278","7.74","8.818","7.189","8.703"
PegRatio,,,,,,,,,,,"2.893","0.955","0.154","0.666","0.265"
PsRatio,"0.806","0.381","0.109","0.363","0.323","0.498","0.43","0.707","0.765","0.349","0.351","0.986","0.736","0.795","1.727"
PbRatio,"3.504","1.769","1.454","7.926",,"3.572","1.045","1.397","1.409","1.346","0.928","1.587","1.142",,
EnterprisesValueRevenueRatio,"1.519","1.226","1.393","1.382","1.277","1.174","1.495","2.175","1.293","0.682","1.395","1.931","1.624","1.864","2.301"
EnterprisesValueEBITDARatio,"2.938","2.2","2.975","3.308","2.872","2.582","5.025","6.684","3.709","3.113","8.003","4.556","3.775","5.226","4.846"
