name,ttm,01/31/2024,01/31/2023,01/31/2022,01/31/2021,01/31/2020
MarketCap,"2,075,780,584","2,196,016,540","2,716,212,609","2,864,761,707","3,992,585,002","1,814,145,352"
EnterpriseValue,"1,965,610,584","2,082,571,540","2,559,813,609","2,628,085,707","3,683,465,002","1,468,054,352"
ForwardPeRatio,"33.445","28.49","200",,,
PsRatio,"4.798","5.167","7.498","10.513","19.095","11.663"
PbRatio,"12.097","12.985","11.301","10.479","10.783","5.958"
EnterprisesValueRevenueRatio,"4.564","4.835","6.904","9.339","17.248","8.825"
EnterprisesValueEBITDARatio,"-37.225","-39.44","-23.476","-27.673","-63.205","-31.019"
